Shortcut,Code,B&F,Taxon,Vernacular,Taxon group,Grade,specific
seden,70.237,1917,Selenia dentaria,Early Thorn,Macro-moth,1,dentaria
selenia dentaria,70.237,1917,Selenia dentaria,Early Thorn,Macro-moth,1,dentaria
70.238,70.238,1918,Selenia lunularia,Lunar Thorn,Macro-moth,2,lunularia
1918,70.238,1918,Selenia lunularia,Lunar Thorn,Macro-moth,2,lunularia
lunar thorn,70.238,1918,Selenia lunularia,Lunar Thorn,Macro-moth,2,lunularia
selenia lunularia,70.238,1918,Selenia lunularia,Lunar Thorn,Macro-moth,2,lunularia
selun,70.238,1918,Selenia lunularia,Lunar Thorn,Macro-moth,2,lunularia
70.239,70.239,1919,Selenia tetralunaria,Purple Thorn,Macro-moth,2,tetralunaria
1919,70.239,1919,Selenia tetralunaria,Purple Thorn,Macro-moth,2,tetralunaria
purple thorn,70.239,1919,Selenia tetralunaria,Purple Thorn,Macro-moth,2,tetralunaria
selenia tetralunaria,70.239,1919,Selenia tetralunaria,Purple Thorn,Macro-moth,2,tetralunaria
setet,70.239,1919,Selenia tetralunaria,Purple Thorn,Macro-moth,2,tetralunaria
70.24,70.24,1920,Odontopera bidentata,Scalloped Hazel,Macro-moth,1,bidentata
1920,70.24,1920,Odontopera bidentata,Scalloped Hazel,Macro-moth,1,bidentata
odbid,70.24,1920,Odontopera bidentata,Scalloped Hazel,Macro-moth,1,bidentata
odontopera bidentata,70.24,1920,Odontopera bidentata,Scalloped Hazel,Macro-moth,1,bidentata
scalloped hazel,70.24,1920,Odontopera bidentata,Scalloped Hazel,Macro-moth,1,bidentata
70.241,70.241,1921,Crocallis elinguaria,Scalloped Oak,Macro-moth,1,elinguaria
1921,70.241,1921,Crocallis elinguaria,Scalloped Oak,Macro-moth,1,elinguaria
creli,70.241,1921,Crocallis elinguaria,Scalloped Oak,Macro-moth,1,elinguaria
crocallis elinguaria,70.241,1921,Crocallis elinguaria,Scalloped Oak,Macro-moth,1,elinguaria
scalloped oak,70.241,1921,Crocallis elinguaria,Scalloped Oak,Macro-moth,1,elinguaria
70.242,70.242,1921a,Crocallis dardoinaria,Dusky Scalloped Oak,Macro-moth,2,dardoinaria
1921a,70.242,1921a,Crocallis dardoinaria,Dusky Scalloped Oak,Macro-moth,2,dardoinaria
crdar,70.242,1921a,Crocallis dardoinaria,Dusky Scalloped Oak,Macro-moth,2,dardoinaria
crocallis dardoinaria,70.242,1921a,Crocallis dardoinaria,Dusky Scalloped Oak,Macro-moth,2,dardoinaria
dusky scalloped oak,70.242,1921a,Crocallis dardoinaria,Dusky Scalloped Oak,Macro-moth,2,dardoinaria
70.243,70.243,1922,Ourapteryx sambucaria,Swallow-tailed Moth,Macro-moth,1,sambucaria
1922,70.243,1922,Ourapteryx sambucaria,Swallow-tailed Moth,Macro-moth,1,sambucaria
ourapteryx sambucaria,70.243,1922,Ourapteryx sambucaria,Swallow-tailed Moth,Macro-moth,1,sambucaria
ousam,70.243,1922,Ourapteryx sambucaria,Swallow-tailed Moth,Macro-moth,1,sambucaria
stm,70.243,1922,Ourapteryx sambucaria,Swallow-tailed Moth,Macro-moth,1,sambucaria
swallow-tailed moth,70.243,1922,Ourapteryx sambucaria,Swallow-tailed Moth,Macro-moth,1,sambucaria
70.244,70.244,1923,Colotois pennaria,Feathered Thorn,Macro-moth,1,pennaria
1923,70.244,1923,Colotois pennaria,Feathered Thorn,Macro-moth,1,pennaria
colotois pennaria,70.244,1923,Colotois pennaria,Feathered Thorn,Macro-moth,1,pennaria
copen2,70.244,1923,Colotois pennaria,Feathered Thorn,Macro-moth,1,pennaria
feathered thorn,70.244,1923,Colotois pennaria,Feathered Thorn,Macro-moth,1,pennaria
70.245,70.245,1663,Alsophila aescularia,March Moth,Macro-moth,1,aescularia
1663,70.245,1663,Alsophila aescularia,March Moth,Macro-moth,1,aescularia
alaes,70.245,1663,Alsophila aescularia,March Moth,Macro-moth,1,aescularia
alsophila aescularia,70.245,1663,Alsophila aescularia,March Moth,Macro-moth,1,aescularia
march moth,70.245,1663,Alsophila aescularia,March Moth,Macro-moth,1,aescularia
70.246,70.246,1925,Apocheima hispidaria,Small Brindled Beauty,Macro-moth,1,hispidaria
1925,70.246,1925,Apocheima hispidaria,Small Brindled Beauty,Macro-moth,1,hispidaria
aphis,70.246,1925,Apocheima hispidaria,Small Brindled Beauty,Macro-moth,1,hispidaria
apocheima hispidaria,70.246,1925,Apocheima hispidaria,Small Brindled Beauty,Macro-moth,1,hispidaria
small brindled beauty,70.246,1925,Apocheima hispidaria,Small Brindled Beauty,Macro-moth,1,hispidaria
70.247,70.247,1926,Phigalia pilosaria,Pale Brindled Beauty,Macro-moth,1,pilosaria
1926,70.247,1926,Phigalia pilosaria,Pale Brindled Beauty,Macro-moth,1,pilosaria
pale brindled beauty,70.247,1926,Phigalia pilosaria,Pale Brindled Beauty,Macro-moth,1,pilosaria
phigalia pilosaria,70.247,1926,Phigalia pilosaria,Pale Brindled Beauty,Macro-moth,1,pilosaria
phpil,70.247,1926,Phigalia pilosaria,Pale Brindled Beauty,Macro-moth,1,pilosaria
70.248,70.248,1927,Lycia hirtaria,Brindled Beauty,Macro-moth,1,hirtaria
1927,70.248,1927,Lycia hirtaria,Brindled Beauty,Macro-moth,1,hirtaria
brindled beauty,70.248,1927,Lycia hirtaria,Brindled Beauty,Macro-moth,1,hirtaria
lycia hirtaria,70.248,1927,Lycia hirtaria,Brindled Beauty,Macro-moth,1,hirtaria
lyhir,70.248,1927,Lycia hirtaria,Brindled Beauty,Macro-moth,1,hirtaria
70.249,70.249,1929,Lycia lapponaria,Rannoch Brindled Beauty,Macro-moth,1,lapponaria
1929,70.249,1929,Lycia lapponaria,Rannoch Brindled Beauty,Macro-moth,1,lapponaria
lycia lapponaria,70.249,1929,Lycia lapponaria,Rannoch Brindled Beauty,Macro-moth,1,lapponaria
lylap,70.249,1929,Lycia lapponaria,Rannoch Brindled Beauty,Macro-moth,1,lapponaria
rannoch brindled beauty,70.249,1929,Lycia lapponaria,Rannoch Brindled Beauty,Macro-moth,1,lapponaria
70.25,70.25,1928,Lycia zonaria,Belted Beauty,Macro-moth,1,zonaria
1928,70.25,1928,Lycia zonaria,Belted Beauty,Macro-moth,1,zonaria
belted beauty,70.25,1928,Lycia zonaria,Belted Beauty,Macro-moth,1,zonaria
lycia zonaria,70.25,1928,Lycia zonaria,Belted Beauty,Macro-moth,1,zonaria
lyzon,70.25,1928,Lycia zonaria,Belted Beauty,Macro-moth,1,zonaria
70.251,70.251,1930,Biston strataria,Oak Beauty,Macro-moth,1,strataria
1930,70.251,1930,Biston strataria,Oak Beauty,Macro-moth,1,strataria
biston strataria,70.251,1930,Biston strataria,Oak Beauty,Macro-moth,1,strataria
bistr,70.251,1930,Biston strataria,Oak Beauty,Macro-moth,1,strataria
oak beauty,70.251,1930,Biston strataria,Oak Beauty,Macro-moth,1,strataria
70.252,70.252,1931,Biston betularia,Peppered Moth,Macro-moth,1,betularia
1931,70.252,1931,Biston betularia,Peppered Moth,Macro-moth,1,betularia
bibet,70.252,1931,Biston betularia,Peppered Moth,Macro-moth,1,betularia
biston betularia,70.252,1931,Biston betularia,Peppered Moth,Macro-moth,1,betularia
peppered moth,70.252,1931,Biston betularia,Peppered Moth,Macro-moth,1,betularia
70.253,70.253,1932,Agriopis leucophaearia,Spring Usher,Macro-moth,1,leucophaearia
1932,70.253,1932,Agriopis leucophaearia,Spring Usher,Macro-moth,1,leucophaearia
agleu,70.253,1932,Agriopis leucophaearia,Spring Usher,Macro-moth,1,leucophaearia
agriopis leucophaearia,70.253,1932,Agriopis leucophaearia,Spring Usher,Macro-moth,1,leucophaearia
spring usher,70.253,1932,Agriopis leucophaearia,Spring Usher,Macro-moth,1,leucophaearia
70.254,70.254,1933,Agriopis aurantiaria,Scarce Umber,Macro-moth,1,aurantiaria
1933,70.254,1933,Agriopis aurantiaria,Scarce Umber,Macro-moth,1,aurantiaria
agaur,70.254,1933,Agriopis aurantiaria,Scarce Umber,Macro-moth,1,aurantiaria
agriopis aurantiaria,70.254,1933,Agriopis aurantiaria,Scarce Umber,Macro-moth,1,aurantiaria
scarce umber,70.254,1933,Agriopis aurantiaria,Scarce Umber,Macro-moth,1,aurantiaria
70.255,70.255,1934,Agriopis marginaria,Dotted Border,Macro-moth,1,marginaria
1934,70.255,1934,Agriopis marginaria,Dotted Border,Macro-moth,1,marginaria
agmar,70.255,1934,Agriopis marginaria,Dotted Border,Macro-moth,1,marginaria
agriopis marginaria,70.255,1934,Agriopis marginaria,Dotted Border,Macro-moth,1,marginaria
dotted border,70.255,1934,Agriopis marginaria,Dotted Border,Macro-moth,1,marginaria
70.256,70.256,1935,Erannis defoliaria,Mottled Umber,Macro-moth,1,defoliaria
1935,70.256,1935,Erannis defoliaria,Mottled Umber,Macro-moth,1,defoliaria
erannis defoliaria,70.256,1935,Erannis defoliaria,Mottled Umber,Macro-moth,1,defoliaria
erdef,70.256,1935,Erannis defoliaria,Mottled Umber,Macro-moth,1,defoliaria
mottled umber,70.256,1935,Erannis defoliaria,Mottled Umber,Macro-moth,1,defoliaria
70.257,70.257,1936,Menophra abruptaria,Waved Umber,Macro-moth,1,abruptaria
1936,70.257,1936,Menophra abruptaria,Waved Umber,Macro-moth,1,abruptaria
meabr,70.257,1936,Menophra abruptaria,Waved Umber,Macro-moth,1,abruptaria
menophra abruptaria,70.257,1936,Menophra abruptaria,Waved Umber,Macro-moth,1,abruptaria
waved umber,70.257,1936,Menophra abruptaria,Waved Umber,Macro-moth,1,abruptaria
70.2571,70.2571,,Menophra japygiaria,Brassy Waved Umber,Macro-moth,Ungraded,japygiaria
brassy waved umber,70.2571,,Menophra japygiaria,Brassy Waved Umber,Macro-moth,Ungraded,japygiaria
mejap,70.2571,,Menophra japygiaria,Brassy Waved Umber,Macro-moth,Ungraded,japygiaria
menophra japygiaria,70.2571,,Menophra japygiaria,Brassy Waved Umber,Macro-moth,Ungraded,japygiaria
70.258,70.258,1937,Peribatodes rhomboidaria,Willow Beauty,Macro-moth,2,rhomboidaria
1937,70.258,1937,Peribatodes rhomboidaria,Willow Beauty,Macro-moth,2,rhomboidaria
perho,70.258,1937,Peribatodes rhomboidaria,Willow Beauty,Macro-moth,2,rhomboidaria
peribatodes rhomboidaria,70.258,1937,Peribatodes rhomboidaria,Willow Beauty,Macro-moth,2,rhomboidaria
willow beauty,70.258,1937,Peribatodes rhomboidaria,Willow Beauty,Macro-moth,2,rhomboidaria
70.259,70.259,1937c,Peribatodes umbraria,Olive-tree Beauty,Macro-moth,Ungraded,umbraria
1937c,70.259,1937c,Peribatodes umbraria,Olive-tree Beauty,Macro-moth,Ungraded,umbraria
olive-tree beauty,70.259,1937c,Peribatodes umbraria,Olive-tree Beauty,Macro-moth,Ungraded,umbraria
peribatodes umbraria,70.259,1937c,Peribatodes umbraria,Olive-tree Beauty,Macro-moth,Ungraded,umbraria
peumb,70.259,1937c,Peribatodes umbraria,Olive-tree Beauty,Macro-moth,Ungraded,umbraria
70.26,70.26,1937a,Peribatodes secundaria,Feathered Beauty,Macro-moth,3,secundaria
1937a,70.26,1937a,Peribatodes secundaria,Feathered Beauty,Macro-moth,3,secundaria
feathered beauty,70.26,1937a,Peribatodes secundaria,Feathered Beauty,Macro-moth,3,secundaria
peribatodes secundaria,70.26,1937a,Peribatodes secundaria,Feathered Beauty,Macro-moth,3,secundaria
pesec,70.26,1937a,Peribatodes secundaria,Feathered Beauty,Macro-moth,3,secundaria
70.261,70.261,1937b,Peribatodes ilicaria,Lydd Beauty,Macro-moth,3,ilicaria
1937b,70.261,1937b,Peribatodes ilicaria,Lydd Beauty,Macro-moth,3,ilicaria
lydd beauty,70.261,1937b,Peribatodes ilicaria,Lydd Beauty,Macro-moth,3,ilicaria
peili,70.261,1937b,Peribatodes ilicaria,Lydd Beauty,Macro-moth,3,ilicaria
peribatodes ilicaria,70.261,1937b,Peribatodes ilicaria,Lydd Beauty,Macro-moth,3,ilicaria
70.262,70.262,1938,Selidosema brunnearia,Bordered Grey,Macro-moth,1,brunnearia
1938,70.262,1938,Selidosema brunnearia,Bordered Grey,Macro-moth,1,brunnearia
bordered grey,70.262,1938,Selidosema brunnearia,Bordered Grey,Macro-moth,1,brunnearia
sebru,70.262,1938,Selidosema brunnearia,Bordered Grey,Macro-moth,1,brunnearia
selidosema brunnearia,70.262,1938,Selidosema brunnearia,Bordered Grey,Macro-moth,1,brunnearia
70.263,70.263,1939,Cleora cinctaria,Ringed Carpet,Macro-moth,2,cinctaria
1939,70.263,1939,Cleora cinctaria,Ringed Carpet,Macro-moth,2,cinctaria
clcin,70.263,1939,Cleora cinctaria,Ringed Carpet,Macro-moth,2,cinctaria
cleora cinctaria,70.263,1939,Cleora cinctaria,Ringed Carpet,Macro-moth,2,cinctaria
ringed carpet,70.263,1939,Cleora cinctaria,Ringed Carpet,Macro-moth,2,cinctaria
70.264,70.264,1940,Deileptenia ribeata,Satin Beauty,Macro-moth,2,ribeata
1940,70.264,1940,Deileptenia ribeata,Satin Beauty,Macro-moth,2,ribeata
deileptenia ribeata,70.264,1940,Deileptenia ribeata,Satin Beauty,Macro-moth,2,ribeata
derib,70.264,1940,Deileptenia ribeata,Satin Beauty,Macro-moth,2,ribeata
satin beauty,70.264,1940,Deileptenia ribeata,Satin Beauty,Macro-moth,2,ribeata
70.265,70.265,1941,Alcis repandata,Mottled Beauty,Macro-moth,2,repandata
1941,70.265,1941,Alcis repandata,Mottled Beauty,Macro-moth,2,repandata
alcis repandata,70.265,1941,Alcis repandata,Mottled Beauty,Macro-moth,2,repandata
alrep,70.265,1941,Alcis repandata,Mottled Beauty,Macro-moth,2,repandata
mottled beauty,70.265,1941,Alcis repandata,Mottled Beauty,Macro-moth,2,repandata
70.266,70.266,1942,Alcis jubata,Dotted Carpet,Macro-moth,1,jubata
1942,70.266,1942,Alcis jubata,Dotted Carpet,Macro-moth,1,jubata
alcis jubata,70.266,1942,Alcis jubata,Dotted Carpet,Macro-moth,1,jubata
aljub,70.266,1942,Alcis jubata,Dotted Carpet,Macro-moth,1,jubata
dotted carpet,70.266,1942,Alcis jubata,Dotted Carpet,Macro-moth,1,jubata
70.267,70.267,1943,Hypomecis roboraria,Great Oak Beauty,Macro-moth,2,roboraria
1943,70.267,1943,Hypomecis roboraria,Great Oak Beauty,Macro-moth,2,roboraria
great oak beauty,70.267,1943,Hypomecis roboraria,Great Oak Beauty,Macro-moth,2,roboraria
hypomecis roboraria,70.267,1943,Hypomecis roboraria,Great Oak Beauty,Macro-moth,2,roboraria
hyrob,70.267,1943,Hypomecis roboraria,Great Oak Beauty,Macro-moth,2,roboraria
70.268,70.268,1944,Hypomecis punctinalis,Pale Oak Beauty,Macro-moth,2,punctinalis
1944,70.268,1944,Hypomecis punctinalis,Pale Oak Beauty,Macro-moth,2,punctinalis
hypomecis punctinalis,70.268,1944,Hypomecis punctinalis,Pale Oak Beauty,Macro-moth,2,punctinalis
hypun,70.268,1944,Hypomecis punctinalis,Pale Oak Beauty,Macro-moth,2,punctinalis
pale oak beauty,70.268,1944,Hypomecis punctinalis,Pale Oak Beauty,Macro-moth,2,punctinalis
70.269,70.269,1946,Fagivorina arenaria,Speckled Beauty,Macro-moth,2,arenaria
1946,70.269,1946,Fagivorina arenaria,Speckled Beauty,Macro-moth,2,arenaria
faare,70.269,1946,Fagivorina arenaria,Speckled Beauty,Macro-moth,2,arenaria
fagivorina arenaria,70.269,1946,Fagivorina arenaria,Speckled Beauty,Macro-moth,2,arenaria
speckled beauty,70.269,1946,Fagivorina arenaria,Speckled Beauty,Macro-moth,2,arenaria
70.27,70.27,1947,Ectropis crepuscularia,Engrailed,Macro-moth,2,crepuscularia
1947,70.27,1947,Ectropis crepuscularia,Engrailed,Macro-moth,2,crepuscularia
eccre,70.27,1947,Ectropis crepuscularia,Engrailed,Macro-moth,2,crepuscularia
ectropis crepuscularia,70.27,1947,Ectropis crepuscularia,Engrailed,Macro-moth,2,crepuscularia
engrailed,70.27,1947,Ectropis crepuscularia,Engrailed,Macro-moth,2,crepuscularia
70.272,70.272,1949,Paradarisa consonaria,Square Spot,Macro-moth,2,consonaria
1949,70.272,1949,Paradarisa consonaria,Square Spot,Macro-moth,2,consonaria
pacon,70.272,1949,Paradarisa consonaria,Square Spot,Macro-moth,2,consonaria
paradarisa consonaria,70.272,1949,Paradarisa consonaria,Square Spot,Macro-moth,2,consonaria
square spot,70.272,1949,Paradarisa consonaria,Square Spot,Macro-moth,2,consonaria
70.273,70.273,1950,Parectropis similaria,Brindled White-spot,Macro-moth,2,similaria
1950,70.273,1950,Parectropis similaria,Brindled White-spot,Macro-moth,2,similaria
brindled white-spot,70.273,1950,Parectropis similaria,Brindled White-spot,Macro-moth,2,similaria
parectropis similaria,70.273,1950,Parectropis similaria,Brindled White-spot,Macro-moth,2,similaria
pasim,70.273,1950,Parectropis similaria,Brindled White-spot,Macro-moth,2,similaria
70.274,70.274,1951,Aethalura punctulata,Grey Birch,Macro-moth,1,punctulata
1951,70.274,1951,Aethalura punctulata,Grey Birch,Macro-moth,1,punctulata
aepun,70.274,1951,Aethalura punctulata,Grey Birch,Macro-moth,1,punctulata
aethalura punctulata,70.274,1951,Aethalura punctulata,Grey Birch,Macro-moth,1,punctulata
grey birch,70.274,1951,Aethalura punctulata,Grey Birch,Macro-moth,1,punctulata
70.275,70.275,1952,Ematurga atomaria,Common Heath,Macro-moth,2,atomaria
1952,70.275,1952,Ematurga atomaria,Common Heath,Macro-moth,2,atomaria
common heath,70.275,1952,Ematurga atomaria,Common Heath,Macro-moth,2,atomaria
emato,70.275,1952,Ematurga atomaria,Common Heath,Macro-moth,2,atomaria
ematurga atomaria,70.275,1952,Ematurga atomaria,Common Heath,Macro-moth,2,atomaria
70.276,70.276,1954,Bupalus piniaria,Bordered White,Macro-moth,1,piniaria
1954,70.276,1954,Bupalus piniaria,Bordered White,Macro-moth,1,piniaria
bordered white,70.276,1954,Bupalus piniaria,Bordered White,Macro-moth,1,piniaria
bupalus piniaria,70.276,1954,Bupalus piniaria,Bordered White,Macro-moth,1,piniaria
bupin,70.276,1954,Bupalus piniaria,Bordered White,Macro-moth,1,piniaria
70.277,70.277,1955,Cabera pusaria,Common White Wave,Macro-moth,2,pusaria
1955,70.277,1955,Cabera pusaria,Common White Wave,Macro-moth,2,pusaria
cabera pusaria,70.277,1955,Cabera pusaria,Common White Wave,Macro-moth,2,pusaria
capus,70.277,1955,Cabera pusaria,Common White Wave,Macro-moth,2,pusaria
common white wave,70.277,1955,Cabera pusaria,Common White Wave,Macro-moth,2,pusaria
70.278,70.278,1956,Cabera exanthemata,Common Wave,Macro-moth,2,exanthemata
1956,70.278,1956,Cabera exanthemata,Common Wave,Macro-moth,2,exanthemata
cabera exanthemata,70.278,1956,Cabera exanthemata,Common Wave,Macro-moth,2,exanthemata
caexa,70.278,1956,Cabera exanthemata,Common Wave,Macro-moth,2,exanthemata
common wave,70.278,1956,Cabera exanthemata,Common Wave,Macro-moth,2,exanthemata
70.279,70.279,1957,Lomographa bimaculata,White-pinion Spotted,Macro-moth,1,bimaculata
1957,70.279,1957,Lomographa bimaculata,White-pinion Spotted,Macro-moth,1,bimaculata
lobim,70.279,1957,Lomographa bimaculata,White-pinion Spotted,Macro-moth,1,bimaculata
lomographa bimaculata,70.279,1957,Lomographa bimaculata,White-pinion Spotted,Macro-moth,1,bimaculata
white-pinion spotted,70.279,1957,Lomographa bimaculata,White-pinion Spotted,Macro-moth,1,bimaculata
70.28,70.28,1958,Lomographa temerata,Clouded Silver,Macro-moth,1,temerata
1958,70.28,1958,Lomographa temerata,Clouded Silver,Macro-moth,1,temerata
clouded silver,70.28,1958,Lomographa temerata,Clouded Silver,Macro-moth,1,temerata
lomographa temerata,70.28,1958,Lomographa temerata,Clouded Silver,Macro-moth,1,temerata
lotem,70.28,1958,Lomographa temerata,Clouded Silver,Macro-moth,1,temerata
70.281,70.281,1959,Aleucis distinctata,Sloe Carpet,Macro-moth,2,distinctata
1959,70.281,1959,Aleucis distinctata,Sloe Carpet,Macro-moth,2,distinctata
aldis,70.281,1959,Aleucis distinctata,Sloe Carpet,Macro-moth,2,distinctata
aleucis distinctata,70.281,1959,Aleucis distinctata,Sloe Carpet,Macro-moth,2,distinctata
sloe carpet,70.281,1959,Aleucis distinctata,Sloe Carpet,Macro-moth,2,distinctata
70.282,70.282,1960,Theria primaria,Early Moth,Macro-moth,2,primaria
1960,70.282,1960,Theria primaria,Early Moth,Macro-moth,2,primaria
early moth,70.282,1960,Theria primaria,Early Moth,Macro-moth,2,primaria
theria primaria,70.282,1960,Theria primaria,Early Moth,Macro-moth,2,primaria
thpri,70.282,1960,Theria primaria,Early Moth,Macro-moth,2,primaria
70.283,70.283,1961,Campaea margaritaria,Light Emerald,Macro-moth,1,margaritaria
1961,70.283,1961,Campaea margaritaria,Light Emerald,Macro-moth,1,margaritaria
camar4,70.283,1961,Campaea margaritaria,Light Emerald,Macro-moth,1,margaritaria
campaea margaritaria,70.283,1961,Campaea margaritaria,Light Emerald,Macro-moth,1,margaritaria
light emerald,70.283,1961,Campaea margaritaria,Light Emerald,Macro-moth,1,margaritaria
70.284,70.284,1962,Hylaea fasciaria,Barred Red,Macro-moth,1,fasciaria
1962,70.284,1962,Hylaea fasciaria,Barred Red,Macro-moth,1,fasciaria
barred red,70.284,1962,Hylaea fasciaria,Barred Red,Macro-moth,1,fasciaria
hyfas,70.284,1962,Hylaea fasciaria,Barred Red,Macro-moth,1,fasciaria
hylaea fasciaria,70.284,1962,Hylaea fasciaria,Barred Red,Macro-moth,1,fasciaria
70.2841,70.2841,,Pungeleria capreolaria,Banded Pine Carpet,Macro-moth,Ungraded,capreolaria
banded pine carpet,70.2841,,Pungeleria capreolaria,Banded Pine Carpet,Macro-moth,Ungraded,capreolaria
pucap,70.2841,,Pungeleria capreolaria,Banded Pine Carpet,Macro-moth,Ungraded,capreolaria
pungeleria capreolaria,70.2841,,Pungeleria capreolaria,Banded Pine Carpet,Macro-moth,Ungraded,capreolaria
70.285,70.285,1963,Gnophos obfuscata,Scotch Annulet,Macro-moth,1,obfuscata
1963,70.285,1963,Gnophos obfuscata,Scotch Annulet,Macro-moth,1,obfuscata
gnobf,70.285,1963,Gnophos obfuscata,Scotch Annulet,Macro-moth,1,obfuscata
gnophos obfuscata,70.285,1963,Gnophos obfuscata,Scotch Annulet,Macro-moth,1,obfuscata
scotch annulet,70.285,1963,Gnophos obfuscata,Scotch Annulet,Macro-moth,1,obfuscata
70.286,70.286,1962a,Odontognophos dumetata,Irish Annulet,Macro-moth,Ungraded,dumetata
1962a,70.286,1962a,Odontognophos dumetata,Irish Annulet,Macro-moth,Ungraded,dumetata
irish annulet,70.286,1962a,Odontognophos dumetata,Irish Annulet,Macro-moth,Ungraded,dumetata
oddum,70.286,1962a,Odontognophos dumetata,Irish Annulet,Macro-moth,Ungraded,dumetata
odontognophos dumetata,70.286,1962a,Odontognophos dumetata,Irish Annulet,Macro-moth,Ungraded,dumetata
